latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemin,humidity,precip,preciptype,cloudcover,conditions,description,stations
39.952,-75.162,2022-09-13,83.4,71,77.1,71,68.3,0.01,rain,61.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-14,80.5,62.8,71.9,62.8,58.7,0,,17.9,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-15,76.2,63.6,70.1,63.6,55.4,0,,6.7,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-16,78.3,55.6,67.2,55.6,56.9,0,,14.6,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-17,81.5,62.7,72.1,62.7,63.9,0,,45.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-18,84.4,65.5,74.1,65.5,65.7,0,,26.2,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-19,87.2,68,75.9,68,67.8,0.008,rain,39.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-20,82.2,67.9,74.5,67.9,61.4,0,,31.1,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-09-21,83.1,62.8,72.8,62.8,63.8,0,,37.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-22,81.1,60.5,70.5,60.5,69.1,0.043,rain,57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-23,67.1,54.4,59.6,54.4,45.8,0,,22,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-24,70.2,48,58.4,45.1,54.3,0,,39.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-25,74,59.9,65,59.9,74.5,0.161,rain,79.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-26,77.7,60.4,68.7,60.4,58.8,0.001,rain,50.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-27,72.3,59.4,65.5,59.4,48.3,0,,42.3,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-28,69.7,51.6,61.2,51.6,60.1,0,,31.4,Partially cloudy,Becoming cloudy in the afternoon.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-29,70,53.2,61.6,53.2,59,0,,38.6,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-09-30,64.2,54.1,58.7,54.1,66.2,0.017,rain,66.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-01,61.3,55.4,58.5,55.4,88.7,0.855,rain,99.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-02,59.9,50.1,56.1,50.1,87,1.66,rain,100,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-03,52.1,47.2,49.1,41.8,80.3,0.495,rain,98.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-04,53.6,47.2,50.2,40.8,89,0.542,rain,100,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,1338W,DE045,KPNE"
39.952,-75.162,2022-10-05,63.5,53.5,59,53.5,86,0.024,rain,96.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-06,75.6,52.4,63.7,52.4,65,0,,29.8,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-07,78.5,55.8,66.4,55.8,64.6,0.001,rain,25.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-08,61.6,48.8,55.4,46,55.9,0.039,rain,46.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-09,64.1,42.6,53.1,39.3,58.3,0,,1.5,Clear,Clear conditions throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-10,69.3,42.1,55.2,42.1,61.7,0,,5.9,Clear,Clear conditions throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-11,73.6,45.5,59,45.5,63.8,0,,6.3,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-12,69.9,48,59.6,48,69.7,0,,44.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-13,70.6,55.9,64.6,55.9,85.1,0.396,rain,99.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-14,69,53.1,59.2,53.1,64.4,0.214,rain,49.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-15,72.6,46,58.8,46,68.4,0,,16.4,Clear,Clear conditions throughout the day.,"F6057,F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-16,66.5,48.6,57.5,48.6,66.7,0,,53.4,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-17,68.6,53.4,59.8,53.4,80.3,0.438,rain,89.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"F6057,72408013739,72408594732,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-18,56.3,44.3,50.2,40.2,55.8,0,,41.6,Partially cloudy,Clearing in the afternoon.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-19,54.9,39.5,47.6,34.6,58.3,0,,35.7,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-20,60.6,41,50.6,37.9,55.5,0,,12.6,Clear,Clear conditions throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-10-21,64.9,39.8,52.2,39.8,61.6,0,,4.7,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-22,69.3,41.4,54.1,41.4,71,0,,21.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-23,63.9,50.4,57.1,50.4,77.4,0.076,rain,92.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-24,60.8,53.8,57.9,53.8,92.4,0.575,rain,100,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-25,69.9,60.9,64.2,60.9,92.9,0.01,rain,99.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-26,67,59.7,63.6,59.7,92.6,0.005,rain,91.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-27,64.9,52,58.7,52,59.7,0,,13.8,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-28,58.5,42.6,50.5,38.3,62,0,,39.7,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-29,61,41.3,50.4,39.6,58.4,0,,29.2,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-30,64.6,38.7,50.7,37.2,69.2,0,,45.7,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-10-31,63.9,45.5,55.5,45.5,84.6,0.106,rain,82.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-01,72.4,58.8,63.1,58.8,80.8,0.112,rain,70.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-02,70.4,55,60.7,55,66.3,0,,23.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-03,70.9,45.1,56.3,45.1,68.7,0,,15.1,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-04,72.7,47.3,58.4,47.3,84.9,0,,51.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-05,77.8,55.9,66.8,55.9,78.3,0.001,rain,67.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-06,75.5,66.5,70.7,66.5,76.7,0,,82.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-07,77.7,57.3,69.9,57.3,56.5,0,,43.3,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-08,60.1,46,52.6,40.6,38.5,0,,35.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-09,57,39.1,47.6,33.7,54.2,0,,8.2,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-10,69.6,41,54.7,41,73,0,,32.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-11,71.5,56.5,65.1,56.5,88.7,0.451,rain,96.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-12,71.4,60.2,66.8,60.2,70.6,0.058,rain,77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-13,60.5,41.9,48.8,35.4,59.1,0.045,rain,66.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-14,46.8,35.3,41.1,30.6,50.4,0,,22.2,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-15,45.5,31.6,38.9,26.3,70.8,0.743,rain,71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-16,51.4,40.9,45,33.9,69.9,0.417,rain,85.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-17,44.4,36.2,39.6,28.3,54.2,0,,46.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-18,44.6,32.3,38.4,24.6,54.7,0,,37.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-19,42.7,30.2,35.8,23,50.5,0,,19,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-20,36.1,27.3,33.2,19.4,41.3,0,,16.8,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-21,42.9,25.4,34.3,17.6,46.2,0,,4.6,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-22,53.7,32.2,42.4,29,53.4,0,,12.8,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-11-23,58.1,32.8,44.2,29.3,53.9,0,,0,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-24,56.6,34,44.6,32.1,64.5,0,,24.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-25,57.4,38.9,48.1,38.9,71.7,0.039,rain,70.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-26,56.8,37.7,47.4,33,50.1,0,,17.7,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-27,61.8,41.6,50.1,39.9,79.5,0.259,rain,75.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-28,55.2,41.3,50.6,38,64.8,0.043,rain,68.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-29,47.2,33.8,40.4,33.2,69.5,0,,55.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-11-30,57,37.3,47.6,33,76.2,0.443,rain,83.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-01,42.9,32.3,38.2,26.9,45,0,,18.4,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-02,45.8,27.1,37.1,23.6,58.3,0,,27.8,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-03,58.6,43.7,52.4,37.6,77.9,0.463,rain,81.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-04,44.5,31.4,39.5,29.6,53.2,0,,17.8,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-05,48.2,26.1,36,22.6,66.4,0,,26,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-06,56.9,32.2,47.1,29.2,88.2,0.459,rain,92.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-07,55.6,52.7,54.3,52.7,96,0.13,rain,99.8,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-08,54.9,44.4,49.7,40.5,68.8,0,,68,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-09,46.7,34.7,40,28.7,61.8,0,,8.4,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-10,43.5,28.8,36.7,22.8,58.9,0,,34.4,Partially cloudy,Becoming cloudy in the afternoon.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-11,41.8,37.8,39.8,31.5,84.6,0.085,rain,98.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-12,42.4,32.6,38,24.7,74.4,0,,77.1,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-13,40.8,26,32.7,19.5,55.8,0,,11.2,Clear,Clear conditions throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-14,41.6,28.2,34,21,52.9,0,,34.3,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-15,46.6,32.1,38.8,25.4,81.3,1.613,"rain,snow",91.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-16,48.1,41.8,44.9,34.2,84.6,0.195,rain,98.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-17,43.7,36.8,40.5,30.2,56.8,0,,75.8,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-18,39.4,31.5,36.7,22,54.2,0,,66.8,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-19,36.4,29.1,32.6,19.6,54.9,0,,38.1,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-20,40.9,26.6,33.6,18.6,57.2,0,,20.7,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-21,41,25.4,31.9,19.2,64.7,0,,33.3,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-22,50.7,28.6,38.6,22.5,88,0.5,rain,90.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-23,58.6,8.7,35.8,-12.7,72,0.577,"rain,snow",87.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-24,16.5,7.6,12.1,-12.2,45.3,0,,35.8,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-25,27.9,17.2,22.3,1.7,52.2,0,,28.3,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-26,29.3,16.2,23.7,7.4,55.5,0,,36.3,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2022-12-27,37.4,28.2,32.2,22.7,56.1,0,,91,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-28,47.8,25.1,35.8,25.1,64.2,0,,36.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-29,52.2,27.9,39.1,26,67.1,0,,34,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-30,58.1,30,42.7,30,73.2,0,,32.9,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2022-12-31,54.1,41.3,49.8,41.2,97.6,0.305,rain,96.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-01,55.8,40.3,49.3,38.3,78.7,0,,47.8,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-02,56.1,38.8,47.2,37.2,83.7,0,,81.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-03,59.3,48.2,53.6,46.3,87.3,0.082,rain,91,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-04,65.1,52.7,58.8,52.7,87,0.002,rain,79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-05,61.8,47.7,55.8,45.1,80.1,0.104,rain,93.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-06,47.9,40.8,45.7,35.5,73.6,0.102,rain,90,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-07,45.9,40.5,42.8,33.8,58.7,0,,89.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-08,42.8,32.2,39.1,27.9,64.9,0,,60.7,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-09,44.1,38,40.2,32,71.2,0.043,rain,49.1,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,"F6057,72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-10,44,32.7,38.6,24.5,61.4,0,,66.5,Partially cloudy,Partly cloudy throughout the day.,"F6990,72408013739,72408594732,72407493780,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-11,44.4,30.3,38,27.4,70.7,0,,63.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-12,57.9,35.9,47.4,31.6,82.1,0.073,rain,96.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,1338W,DE045,KPNE"
39.952,-75.162,2023-01-13,57.5,36.8,48.8,27.7,73.4,0.034,rain,98.7,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-14,36.4,29.7,32.7,18,60.2,0,,100,Overcast,Cloudy skies throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-15,42.7,28,34.1,16.4,53.6,0,,30,Partially cloudy,Partly cloudy throughout the day.,"F6057,F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2023-01-16,49.4,28.2,37.9,19.2,37.4,0,,20.4,Partially cloudy,Partly cloudy throughout the day.,"F6057,F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
39.952,-75.162,2023-01-17,45.8,34.4,40.9,29.6,54.8,0,,76.5,Partially cloudy,Partly cloudy throughout the day.,"F6057,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,DE045,KPNE"
39.952,-75.162,2023-01-18,53.7,41.7,47.1,36.3,73.9,0,,71.8,Partially cloudy,Partly cloudy throughout the day.,"F6057,F6990,72408013739,72408594732,72407493780,72030464752,E8199,KPHL,KPNE"
